Status Conciliação;Data Crédito;Administradora;Estabelecimento;Parcela;Valor Bruto;Valor Desconto;Valor Desconto Antecipado;Valor Pago;Status Pagamento;Bandeira;Data Resumo;Nº Resumo;Produto;Banco;Agência;Conta;Ident. Transação;Ponto de Venda;Tipo de Venda;Forma de Pagamento;Status Conc. Bancaria;Taxa (%);Total de Parcelas;CNPJ
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;42,96;1,24;0,00;41,28;Pago;Sodexo Alimentação;2025-01-18;0000479612;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;69,72;2,01;0,00;67,17;Pago;Sodexo Alimentação;2025-01-17;0000778141;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JANDIRA;1;4,15;0,12;0,00;3,99;Pago;Sodexo Alimentação;2025-01-21;0000446157;Sodexo alimentação;Banco Santander;2271;13004406;;1531111;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0022-21
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO STO. ANDRÉ II;1;468,00;13,48;0,00;449,71;Pago;Sodexo Alimentação;2025-01-22;0000425900;Sodexo alimentação;Banco Santander;2271;13004406;;2247967;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0040-03
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;40,07;1,15;0,00;38,61;Pago;Sodexo Alimentação;2025-01-17;0000476665;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;125,58;3,62;0,00;120,67;Pago;Sodexo Alimentação;2025-01-19;0000737168;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;44,56;1,28;0,00;42,82;Pago;Sodexo Alimentação;2025-01-22;0000475882;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARUJA;1;567,05;16,33;0,00;544,88;Pago;Sodexo Alimentação;2025-01-23;0000828445;Sodexo alimentação;Banco Santander;2271;13004406;;1585214;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0014-11
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOGI GUAÇU;1;12,98;0,37;0,00;12,48;Pago;Sodexo Alimentação;2025-01-23;0000709035;Sodexo alimentação;Banco Santander;2271;13004406;;2906959;Voucher à Vista;Antecipado;Não Conciliado;2,85;1;05.800.256/0048-60
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;24,00;0,69;0,00;23,06;Pago;Sodexo Alimentação;2025-01-18;0000476684;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;50,00;1,44;0,00;48,17;Pago;Sodexo Alimentação;2025-01-17;0000458541;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARULHOS;1;171,43;4,94;0,00;164,72;Pago;Sodexo Alimentação;2025-01-19;0000491312;Sodexo alimentação;Banco Santander;2271;13004406;;1585198;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0009-54
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BUTANTÃ;1;93,98;2,71;0,00;90,30;Pago;Sodexo Alimentação;2025-01-21;0000500421;Sodexo alimentação;Banco Santander;2271;13004406;;880485;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0001-05
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;57,10;1,64;0,00;54,87;Pago;Sodexo Alimentação;2025-01-19;0000766356;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;36,49;1,05;0,00;35,06;Pago;Sodexo Alimentação;2025-01-18;0000778157;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;135,49;3,90;0,00;130,19;Pago;Sodexo Alimentação;2025-01-21;0000737188;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;187,21;5,39;0,00;179,89;Pago;Sodexo Alimentação;2025-01-23;0000439399;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;51,86;1,49;0,00;49,84;Pago;Sodexo Alimentação;2025-01-21;0000437823;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE II;1;2,57;0,07;0,00;2,48;Pago;Sodexo Alimentação;2025-01-17;0000411081;Sodexo alimentação;Banco Santander;2271;13004406;;2923619;Voucher à Vista;Antecipado;Não Conciliado;2,72;1;05.800.256/0053-28
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JANDIRA;1;6,88;0,20;0,00;6,61;Pago;Sodexo Gift Pass;2025-01-21;0000446158;Sodexo gift pass;Banco Santander;2271;13004406;;1531111;Voucher à Vista;Antecipado;Não Conciliado;2,91;1;05.800.256/0022-21
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;13,11;0,38;0,00;12,59;Pago;Sodexo Alimentação;2025-01-23;0000464050;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;85,68;2,47;0,00;82,33;Pago;Sodexo Alimentação;2025-01-21;0000475871;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;210,72;6,07;0,00;202,48;Pago;Sodexo Alimentação;2025-01-19;0000721086;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ATIBAIA;1;26,23;0,76;0,00;25,20;Pago;Sodexo Alimentação;2025-01-18;0000448756;Sodexo alimentação;Banco Santander;2271;13004406;;1634305;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0018-45
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;10,99;0,32;0,00;10,56;Pago;Sodexo Alimentação;2025-01-21;0000478900;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,91;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FREGUESIA Ó;1;9,58;0,28;0,00;9,20;Pago;Sodexo Alimentação;2025-01-21;0000760496;Sodexo alimentação;Banco Santander;2271;13004406;;1585181;Voucher à Vista;Antecipado;Não Conciliado;2,92;1;05.800.256/0002-88
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARUJA;1;189,46;5,46;0,00;182,54;Pago;Sodexo Alimentação;2025-01-17;0000525794;Sodexo alimentação;Banco Santander;2271;13004406;;1585214;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0014-11
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;16,64;0,48;0,00;15,99;Pago;Sodexo Alimentação;2025-01-19;0000829682;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;5,39;0,16;0,00;5,17;Pago;Sodexo Gift Pass;2025-01-20;0000464024;Sodexo gift pass;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,97;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;66,40;1,91;0,00;63,81;Pago;Sodexo Alimentação;2025-01-23;0000467371;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;228,31;6,57;0,00;219,39;Pago;Sodexo Alimentação;2025-01-23;0000780896;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE II;1;17,18;0,49;0,00;16,56;Pago;Sodexo Alimentação;2025-01-17;0000711251;Sodexo alimentação;Banco Santander;2271;13004406;;2923619;Voucher à Vista;Antecipado;Não Conciliado;2,85;1;05.800.256/0053-28
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;66,10;1,90;0,00;63,69;Pago;Sodexo Alimentação;2025-01-17;0000786695;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;188,98;5,44;0,00;181,59;Pago;Sodexo Alimentação;2025-01-23;0000783918;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;12,38;0,36;0,00;11,89;Pago;Sodexo Alimentação;2025-01-18;0000464015;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,91;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;21,42;0,62;0,00;20,58;Pago;Sodexo Alimentação;2025-01-18;0000760136;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;238,77;6,88;0,00;229,43;Pago;Sodexo Alimentação;2025-01-19;0000764897;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;120,23;3,46;0,00;115,53;Pago;Sodexo Alimentação;2025-01-18;0000458546;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;129,78;3,74;0,00;124,70;Pago;Sodexo Alimentação;2025-01-18;0000721072;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BUTANTÃ;1;12,88;0,37;0,00;12,38;Pago;Sodexo Alimentação;2025-01-18;0000500384;Sodexo alimentação;Banco Santander;2271;13004406;;880485;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0001-05
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAI;1;27,18;0,78;0,00;26,12;Pago;Sodexo Alimentação;2025-01-20;0000792446;Sodexo alimentação;Banco Santander;2271;13004406;;1585196;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0008-73
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;11,22;0,32;0,00;10,78;Pago;Sodexo Alimentação;2025-01-18;0000479600;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,85;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO TAIPAS;1;40,00;1,15;0,00;38,54;Pago;Sodexo Alimentação;2025-01-17;0000760321;Sodexo alimentação;Banco Santander;2271;13004406;;1585223;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0025-74
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;348,00;10,02;0,00;334,39;Pago;Sodexo Alimentação;2025-01-22;0000414550;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;45,99;1,32;0,00;44,20;Pago;Sodexo Alimentação;2025-01-22;0000475877;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;52,66;1,52;0,00;50,60;Pago;Sodexo Alimentação;2025-01-19;0000461715;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;42,90;1,24;0,00;41,33;Pago;Sodexo Alimentação;2025-01-17;0000437776;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO STO. ANDRÉ II;1;65,70;1,89;0,00;63,13;Pago;Sodexo Alimentação;2025-01-22;0000725498;Sodexo alimentação;Banco Santander;2271;13004406;;2247967;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0040-03
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;284,79;8,20;0,00;273,66;Pago;Sodexo Alimentação;2025-01-18;0000780832;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;20,00;0,58;0,00;19,21;Pago;Sodexo Alimentação;2025-01-22;0000483819;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;24,00;0,69;0,00;23,06;Pago;Sodexo Alimentação;2025-01-22;0000783899;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;164,00;4,72;0,00;157,59;Pago;Sodexo Alimentação;2025-01-21;0000779631;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;115,18;3,32;0,00;110,67;Pago;Sodexo Alimentação;2025-01-18;0000476683;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;123,05;3,54;0,00;118,24;Pago;Sodexo Alimentação;2025-01-18;0000412939;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;19,60;0,56;0,00;18,84;Pago;Sodexo Alimentação;2025-01-23;0000469785;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;6,68;0,19;0,00;6,42;Pago;Sodexo Alimentação;2025-01-20;0000483781;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,84;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;303,35;8,74;0,00;291,48;Pago;Sodexo Alimentação;2025-01-21;0000780870;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;55,27;1,59;0,00;53,11;Pago;Sodexo Alimentação;2025-01-20;0000783857;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;1,49;0,04;0,00;1,43;Pago;Sodexo Alimentação;2025-01-21;0000766373;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,68;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;321,21;9,25;0,00;308,65;Pago;Sodexo Alimentação;2025-01-18;0000786711;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;280,00;8,06;0,00;269,06;Pago;Sodexo Alimentação;2025-01-21;0000528204;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;444,63;12,80;0,00;427,25;Pago;Sodexo Alimentação;2025-01-18;0000829670;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MAUA;1;77,61;2,23;0,00;74,78;Pago;Sodexo Alimentação;2025-01-17;0000422272;Sodexo alimentação;Banco Santander;2271;13004406;;2335180;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0041-94
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;312,32;8,99;0,00;300,11;Pago;Sodexo Alimentação;2025-01-19;0000478873;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;100,00;2,88;0,00;96,35;Pago;Sodexo Alimentação;2025-01-17;0000458543;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;57,03;1,64;0,00;54,80;Pago;Sodexo Alimentação;2025-01-18;0000744025;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO STO. ANDRÉ II;1;27,82;0,80;0,00;26,73;Pago;Sodexo Alimentação;2025-01-19;0000425875;Sodexo alimentação;Banco Santander;2271;13004406;;2247967;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0040-03
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO INDAIATUBA;1;122,52;3,53;0,00;118,04;Pago;Sodexo Alimentação;2025-01-17;0000707874;Sodexo alimentação;Banco Santander;2271;13004406;;3069095;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0050-85
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;9,57;0,28;0,00;9,19;Pago;Sodexo Alimentação;2025-01-19;0000781054;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,93;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARULHOS;1;25,70;0,74;0,00;24,70;Pago;Sodexo Alimentação;2025-01-20;0000789877;Sodexo alimentação;Banco Santander;2271;13004406;;1585198;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0009-54
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;45,00;1,30;0,00;43,24;Pago;Sodexo Alimentação;2025-01-21;0000475873;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;306,44;8,84;0,00;294,43;Pago;Sodexo Alimentação;2025-01-22;0000801710;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;3,54;0,10;0,00;3,40;Pago;Sodexo Alimentação;2025-01-20;0000737177;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,82;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;26,78;0,77;0,00;25,73;Pago;Sodexo Alimentação;2025-01-19;0000482135;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;9,54;0,27;0,00;9,17;Pago;Sodexo Alimentação;2025-01-23;0000461745;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,83;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;34,80;1,00;0,00;33,44;Pago;Sodexo Alimentação;2025-01-23;0000829748;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;32,64;0,94;0,00;31,36;Pago;Sodexo Alimentação;2025-01-19;0000482126;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO II;1;156,32;4,50;0,00;150,61;Pago;Sodexo Alimentação;2025-01-16;0000731451;Sodexo alimentação;Banco Santander;2271;13004406;;2378167;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0039-70
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;55,00;1,58;0,00;52,86;Pago;Sodexo Alimentação;2025-01-18;0000479609;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;115,68;3,33;0,00;111,16;Pago;Sodexo Alimentação;2025-01-20;0000467339;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;204,12;5,88;0,00;196,14;Pago;Sodexo Alimentação;2025-01-18;0000439379;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;185,00;5,33;0,00;177,76;Pago;Sodexo Alimentação;2025-01-18;0000461707;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;79,06;2,28;0,00;75,97;Pago;Sodexo Alimentação;2025-01-18;0000412949;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;21,09;0,61;0,00;20,26;Pago;Sodexo Alimentação;2025-01-19;0000738696;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;114,55;3,30;0,00;110,07;Pago;Sodexo Alimentação;2025-01-22;0000501192;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;244,70;7,05;0,00;235,13;Pago;Sodexo Alimentação;2025-01-23;0000780892;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;3,69;0,11;0,00;3,58;Pago;Sodexo Alimentação;2025-01-16;0000766323;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Normal;Não Conciliado;2,98;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE;1;8,03;0,23;0,00;7,72;Pago;Sodexo Alimentação;2025-01-20;0000461113;Sodexo alimentação;Banco Santander;2271;13004406;;1585208;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0012-50
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;123,77;3,57;0,00;118,92;Pago;Sodexo Alimentação;2025-01-23;0000766397;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;119,63;3,45;0,00;114,95;Pago;Sodexo Alimentação;2025-01-19;0000778502;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0015-00
